_id,mongoId,avettaId,mongoObject,field,formDisplayId,questionGroupType,en
552e913b504943455c1c597a,552e913b504943455c1c597a,6767,questionGroup,questionGroupText,20098,form,Philippines Specific Updates
5df2b62c3100003655c0e9e9,552e926c5049439daacf4614,6768,questionGroup,questionGroupText,20098,form,Philippines Occupational Safety & Health Standards
5df7ecd0370000fecbaeedc2,5ab2dd622300005a0047b909,20098,questionGroup,questionGroupText,20098,form,Avetta Philippines Annual Update
552e916d5049434e4ee6f046,,30399,question,description,20098,form,"IMPORTANT: Please make sure to include all Full-Time, Part-Time, Seasonal, and Contract workers under your supervision, even if they were not under your direct employment. "
552e916d5049434e4ee6f046,,30399,question,questionText,20098,form,Please enter the Average Number of Employees your company had during the given year:
552e919c504943b7c5d208a1,,30400,question,questionText,20098,form,"Did your company record/report any workplace fatalities, accidents, injuries, occupational diseases or dangerous occurrences?"
552e919c504943b7c5d208a1,,30400,question,responseOptionNo,20098,form,No
552e919c504943b7c5d208a1,,30400,question,responseOptionYes,20098,form,Yes
552e92ab504943b064795fbe,,30402,question,description,20098,form,"Include hours worked by salaried, hourly, part-time and seasonal workers including temporary help services workers under your supervision, even if they were not under your direct employment.\nDo not include vacation, sick leave, holidays, or any other non-work time, even if employees were paid for it. If your establishment keeps records of only the hours paid or if you have employees who are not paid by the hour, please estimate the hours that the employees actually worked. If this number isn't available, an estimate is still needed."
552e92ab504943b064795fbe,,30402,question,questionText,20098,form,Please enter the total number of hours worked by all employees during the given year. Please round your answer to the next highest whole number.
552e92e85049433db2a85d33,,30403,question,description,20098,form,A fatality is a death resulting from a work injury regardless of the time intervening between injury and death.
552e92e85049433db2a85d33,,30403,question,questionText,20098,form,Please enter the number of work related fatalities for the given year.
552e9323504943a0ba2a8d2b,,30404,question,description,20098,form,"Any injury or illness other than death which permanently and totally incapacitates an employee from engaging in any gainful occupation or which results in the loss or the complete loss of use of any of the following in one accident: both eyes; one eye and one hand, or arm, or leg, or foot; any two of the following not in the same limb, hand, arm, foot, leg; permanent complete paralysis of two limbs; or brain injury resulting in incurable imbecility or insanity."
552e9323504943a0ba2a8d2b,,30404,question,questionText,20098,form,Please enter the number of permanent total disability injuries for the given year.
552e9358504943c2926d3373,,30405,question,description,20098,form,"Any injury or illness other than death or permanent total disability, which results in the loss or loss of use of any member or part of a member of the body regardless of any pre-existing disability of the injured member or impaired body function."
552e9358504943c2926d3373,,30405,question,questionText,20098,form,Please enter the number of permanent partial disability injuries for the given year.
552e9382504943ba4a6bdb08,,30406,question,description,20098,form,Any injury or illness which does not result in death or permanent total or permanent partial disability but which results in disability from work for a day or more.
552e9382504943ba4a6bdb08,,30406,question,questionText,20098,form,Please enter the number of temporary total disability injuries for the given year.
552e93ac504943cc67ca7295,,30407,question,description,20098,form,"<a href=""https://bwc.dole.gov.ph/wp-content/uploads/2024/04/2019-OSH-Standards.pdf"" target=""blank"">“First Aid Treatment”</a> means adequate, immediate and necessary medical and/or dental attendance or remedy given in case of injury or sudden illness suffered by the workers, irrespective of whether or not such illness/injury is occupational in nature, before more extensive medical and/or dental treatment can be secured. It does not include following treatment for an injury or illness. [page 169]"
552e93ac504943cc67ca7295,,30407,question,questionText,20098,form,Please enter the number of First Aid Treatments for the given year.
552e93d45049438f075bcdca,,30408,question,description,20098,form,"Definitions and requirements as per <a href=""https://bwc.dole.gov.ph/wp-content/uploads/2024/04/2019-OSH-Standards.pdf"" target=""blank"">Rule 1050 [pages 15-19]</a> of the [Philippine Occupational Safety and Health Standards] (as amended)\n\n1) ""Total Days Lost"" definition in Rule 1051 (9) [page 15]  \n2) ""Scheduled Charges"" definition in Rule 1051 (10) [page 15] \n3) Refer to Table 6  Tabulation of Scheduled Charges for details [page 192] \n4) Time charges or number Total Days Lost on evaluation of disability in Rule 1055.01 [pages 17-19]\n"
552e93d45049438f075bcdca,,30408,question,questionText,20098,form,Please enter the number of lost working days as a result of workplace accidents and occupational diseases for the given year.
