_id,mongoId,avettaId,mongoObject,field,formDisplayId,questionGroupType,en
517ab5415049438261ff2ad6,517ab5415049438261ff2ad6,3761,questionGroup,questionGroupText,20218,form,Denmark Specific Updates
5df3ddd0360000fecbd11ecc,517ab63050494394b0c9f100,3762,questionGroup,questionGroupText,20218,form,Denmark
517ab593504943383673ab1b,,17171,question,description,20218,form,"IMPORTANT: Please make sure to all include Full-Time, Part-Time and Contract workers under your supervision, even if they were not under your direct employment. "
517ab593504943383673ab1b,,17171,question,questionText,20218,form,Please enter the Average Number of Employees your company had during the given year.
517ab5bb50494399b4a58538,,17172,question,description,20218,form,https://www.aes.dk/english/industrial-injuries/what-industrial-injury\nhttps://at.dk/regler/bekendtgoerelser/anmeldelse-arbejdsulykker-arbejdstilsynet-799/\nhttps://at.dk/arbejdsmiljoe/arbejdsulykker/anmeldelse-og-forebyggelse-af-arbejdsulykker/\nhttps://workplacedenmark.dk/health-and-safety/work-accidents-and-insurance
517ab5bb50494399b4a58538,,17172,question,questionText,20218,form,"Did your company record/report any workplace accidents, occupational diseases, or specified dangerous occurrences (near misses) for the given year?"
517ab5bb50494399b4a58538,,17172,question,responseOptionNo,20218,form,No
517ab5bb50494399b4a58538,,17172,question,responseOptionYes,20218,form,Yes
517ab6ad5049436e7c27df38,,17173,question,description,20218,form,"In Denmark total hours per employee is calculated as 37 hours multiplied by 52 weeks which equals 1924 hours per year per employee on average.\nInclude hours worked by salaried, hourly, part-time and workers including temporary help services workers under your supervision, even if they were not under your direct employment.\nDo not include vacation, sick leave, holidays, or any other non-work time, even if employees were paid for it. If your establishment keeps records of only the hours paid or if you have employees who are not paid by the hour, please estimate the hours that the employees actually worked. If this number isn't available, an estimate is still needed."
517ab6ad5049436e7c27df38,,17173,question,questionText,20218,form,Please enter the total number of hours worked by all employees during the given year. Please round your answer to the next highest whole number.
517ab6ff5049435be653e244,,17174,question,questionText,20218,form,Please enter the total number of fatalities for the given year.
517ab7415049437fb882f213,,17175,question,description,20218,form,"Examples of major injuries include broken bones, amputations, unconsciousness and death. They also include injuries that would result in not being able to attend work for more than 3 consecutive days."
517ab7415049437fb882f213,,17175,question,questionText,20218,form,Number of _major_ injuries that are classified as _over-three-day_ injuries?
517ab778504943ff91950308,,17176,question,questionText,20218,form,Number of _major_ injuries that are classified as _under-three-day_ injuries?
517ab7ae504943ca5944b701,,17177,question,description,20218,form,"Minor injuries are typically those injuries not classified as a major such as a paper cut, twisted ankle, bruising or knock."
517ab7ae504943ca5944b701,,17177,question,questionText,20218,form,Please enter the total number of minor injuries for the given year.
517ab7f3504943c8863c79d0,,17178,question,description,20218,form,"A list of specific disease and the manners in which they are contracted. Examples such as anthrax, hepatitis, legionellosis or leptospirosis."
517ab7f3504943c8863c79d0,,17178,question,questionText,20218,form,Number of reportable diseases (including gas incidents)?
517ab832504943a4ce929b79,,17179,question,description,20218,form,Dangerous occurrences are certain listed near-miss events. Not every near miss event must be reported.
517ab832504943a4ce929b79,,17179,question,questionText,20218,form,Number of reportable dangerous occurrences (or near misses)?
5df7e935360000fe2db23233,5ae8d88b2400008a0091f999,20218,questionGroup,questionGroupText,20218,form,Avetta Denmark Annual Update
5df3ddcf3600003655af6c17,,89631,question,questionText,20218,form,"### High Work Hours:\n\nAre your hours and/or employee count entered correctly? The total number of hours reported are considerably *HIGHER* than the average annual hours typically worked by full-time employees.\n\nPlease validate that you have entered your correct employee count and/or total hours. If correct, provide a brief explanation for approval (this will be visible to your client connections). Otherwise, please correct your answers."
5df3ddde3600003655af6c18,,89632,question,questionText,20218,form,"### Low Work Hours:\n\nAre your hours and/or employee count entered correctly? The total number of hours reported are considerably *LOWER* than the average annual hours typically worked by full-time and part-time employees.\n\nPlease validate that you have entered your correct employee count and/or total hours. If correct, provide a brief explanation for approval (this will be visible to your client connections). Otherwise, please correct your answers."
