_id,mongoId,avettaId,mongoObject,field,formDisplayId,questionGroupType,en
68b0da2001000047000288d5,68acf3fe0100003e0097210d,47324,questionGroup,questionGroupText,47324,form,Avetta Norway Annual Update
68b0d8fd01000055015b76c5,68acf3fe0100005f0097210f,47326,questionGroup,questionGroupText,47324,form,Norway
68acf3fe0100004600972111,,179504,question,description,47324,form,"IMPORTANT: Please make sure to all include Full-Time, Part-Time and Contract workers under your supervision, even if they were not under your direct employment."
68acf3fe0100004600972111,,179504,question,questionText,47324,form,Please enter the Average Number of Employees your company had during the given year:
68acf3fe0100005f00972110,,179505,question,description,47324,form,"If an employee dies or is seriously injured in an <a href=""https://lovdata.no/lov/2005-06-17-62/%C2%A75-2""target=""_blank"">occupational accident</a>, the employer must immediately and as quickly as possible notify the Norwegian Labor Inspection Authority and the nearest police authority. The employer must confirm the notice in writing. The protection representative must have a copy of the confirmation."
68acf3fe0100005f00972110,,179505,question,questionText,47324,form,"Did your company record/report any workplace accidents, occupational diseases, or specified dangerous occurrences (near misses) for the given year?"
68acf3fe0100005f00972110,,179505,question,responseOptionNo,47324,form,No
68acf3fe0100005f00972110,,179505,question,responseOptionYes,47324,form,Yes
68acf3fe0100004400972118,,179506,question,description,47324,form,"Include hours worked by salaried, hourly, part-time, and workers including temporary help services workers under your supervision, even if they were not under your direct employment.\nDo not include vacation, sick leave, holidays, or any other non-work time, even if employees were paid for it. If your establishment keeps records of only the hours paid or if you have employees who are not paid by the hour, please estimate the hours that the employees actually worked. If this number isn't available, an estimate is still needed.\nA full-time position normally corresponds to 37.5 hours a week. Total hours per employee will be 37.5 hours multiplied by 52 weeks, which equals 1950 hours per year per employee.\n<a href=""https://www.skatteetaten.no/bedrift-og-organisasjon/arbeidsgiver/a-meldingen/veiledning/arbeidsforholdet/opplysninger-om-arbeidsforholdet/antall-timer-per-uke-som-en-full-stilling-tilsvarer/""target=""_blank"">Antall timer per uke som en full stilling tilsvarer - Skatteetaten</a> "
68acf3fe0100004400972118,,179506,question,questionText,47324,form,Please enter the total number of hours worked by all employees during the given year. Please round your answer to the next highest whole number.
68acf3fe010000460097211a,,179507,question,questionText,47324,form,Please enter the number of fatalities for the given year.
68acf3fe0100004400972114,,179509,question,description,47324,form,"Include all work-related occupational accidents that resulted in one to three calendar days of absence (excluding any fatalities). Norway’s official “<a href = ""https://www.ssb.no/helse/helseforhold-og-levevaner/statistikk/arbeidsulykker""target=""BLANK"">short absence</a>” category covers incidents resulting in absence of up to three days or none. Accidents reported as serious should also be included here if they resulted in time off that meets this criteria. \n\nStatistics Norway defines “<a href = ""https://www.ssb.no/helse/helseforhold-og-levevaner/statistikk/arbeidsulykker""target=""BLANK"">short absence</a>” as absence up to three days or none."
68acf3fe0100004400972114,,179509,question,questionText,47324,form,Please enter the total number of occupational accidents that resulted in one to three calendar days of absence from work for the given year.
68acf3fe0100004400972115,,179511,question,questionText,47324,form,"### Low Work Hours:\n\nAre your hours and/or employee count entered correctly? The total number of hours reported are considerably *LOWER* than the average annual hours typically worked by full-time and part-time employees.\n\nPlease validate that you have entered your correct employee count and/or total hours. If correct, provide a brief explanation for approval (this will be visible to your client connections). Otherwise, please correct your answers."
