_id,mongoId,avettaId,mongoObject,field,formDisplayId,questionGroupType,en,de
69a8773aa36b6c4c635466e5,69a8773aa36b6c4c635466e4,51152,questionGroup,questionGroupText,51152,form,Bau – Untertagebergbau,
69a8773aa36b6c4c635466d3,,200010,question,description,51152,form,"Untertagekontrollen müssen mindestens täglich von einer qualifizierten Person durchgeführt werden. Tägliche Inspektionen durch eine qualifizierte Person müssen den sicheren Gerätebetrieb vor der Verwendung bestätigen.
<a target=""_BLANK"" href=""https://www.ris.bka.gv.at/GeltendeFassung.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10008904"">Bauarbeiterschutzverordnung, § 95 Abs. 2, § 98 Abs. 6</a>",
69a8773aa36b6c4c635466d3,,200010,question,questionText,51152,form,Inspektionen durch qualifizierte Person (täglich),
69a8773aa36b6c4c635466d4,,200011,question,description,51152,form,"Untertagearbeiten dürfen nur von Beschäftigten durchgeführt werden, die mit der Arbeit vertraut, körperlich und geistig geeignet sind und eine besondere Unterweisung erhalten haben.
<a target=""_BLANK"" href=""https://www.ris.bka.gv.at/GeltendeFassung.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10008904"">Bauarbeiterschutzverordnung, § 5 Abs. 4 Z 5</a>",
69a8773aa36b6c4c635466d4,,200011,question,questionText,51152,form,Qualifiziertes Personal,
69a8773aa36b6c4c635466d5,,200012,question,description,51152,form,"Bohr- und Sicherungsarbeiten müssen auf gesicherten Plattformen oder in Arbeitskörben durchgeführt werden.
<a target=""_BLANK"" href=""https://www.ris.bka.gv.at/GeltendeFassung.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10008904"">Bauarbeiterschutzverordnung, § 95 Abs. 6</a>",
69a8773aa36b6c4c635466d5,,200012,question,questionText,51152,form,Gesicherte Arbeitsbereiche und Plattformen,
69a8773aa36b6c4c635466d6,,200013,question,description,51152,form,"Die Belüftung des Arbeitsplatzes muss eine ausreichende und gleichmäßige Luftzufuhr in Untertagebereichen gewährleisten. Die Frischluftzufuhr muss mindestens 2 m³/min pro Beschäftigten betragen. Überprüfungen der Bewetterungsleitung auf Undichtigkeiten sowie Luftgeschwindigkeitsmessungen müssen mindestens wöchentlich erfolgen.
<a target=""_BLANK"" href=""https://www.ris.bka.gv.at/GeltendeFassung.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10008904"">Bauarbeiterschutzverordnung, § 96 Abs. 1–2</a>
<a target=""_BLANK"" href=""https://www.ris.bka.gv.at/geltendefassung.wxe?abfrage=bundesnormen&gesetzesnummer=20003475&utm_"">Verordnung über explosionsfähige Atmosphären, § 18 Abs. 1 Z 1</a>",
69a8773aa36b6c4c635466d6,,200013,question,questionText,51152,form,Ausreichende Belüftung,
69a8773aa36b6c4c635466d7,,200014,question,description,51152,form,"Die Überwachung der Gaskonzentration muss mindestens täglich erfolgen. Gasmessungen müssen nach jeder Sprengung durchgeführt werden.
<a target=""_BLANK"" href=""https://www.ris.bka.gv.at/GeltendeFassung.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10008904"">Bauarbeiterschutzverordnung, § 96 Abs. 5</a>
<a target=""_BLANK"" href=""https://www.ris.bka.gv.at/geltendefassung.wxe?abfrage=bundesnormen&gesetzesnummer=20003475&utm_"">Verordnung über explosionsfähige Atmosphären, § 18 Abs. 3 Z 2</a>",
69a8773aa36b6c4c635466d7,,200014,question,questionText,51152,form,"Gasüberwachung (täglich, nach Sprengung)",
69a8773aa36b6c4c635466d8,,200015,question,description,51152,form,"Die erste Staubmessung muss nach der Einrichtung der Bewetterung oder über eine Länge von 70 m erfolgen. Die Staubüberwachung muss grundsätzlich in Abständen von höchstens zwei Monaten durchgeführt werden.
<a target=""_BLANK"" href=""https://www.ris.bka.gv.at/GeltendeFassung.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10008904"">Bauarbeiterschutzverordnung, § 96 Abs. 5</a>",
69a8773aa36b6c4c635466d8,,200015,question,questionText,51152,form,Staubüberwachung,
69a8773aa36b6c4c635466d9,,200016,question,description,51152,form,"Zur Staubbekämpfung beim Tunnelvortrieb müssen Absaug- oder Sprühunterdrückungssysteme eingesetzt werden.
<a target=""_BLANK"" href=""https://www.ris.bka.gv.at/GeltendeFassung.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10008904"">Bauarbeiterschutzverordnung, § 98 Abs. 8</a>
<a target=""_BLANK"" href=""https://www.ris.bka.gv.at/geltendefassung.wxe?abfrage=bundesnormen&gesetzesnummer=20003475&utm_"">Verordnung über explosionsfähige Atmosphären, § 18 Abs. 2</a>",
69a8773aa36b6c4c635466d9,,200016,question,questionText,51152,form,Staubschutzmaßnahmen,
