_id,mongoId,avettaId,mongoObject,field,formDisplayId,questionGroupType,en,de
69a87737a36b6c4c635466bd,69a87737a36b6c4c635466bc,51148,questionGroup,questionGroupText,51148,form,Construction - Management,
69a87737a36b6c4c635466b5,,199988,question,description,51148,form,"Construction work must be notified to the competent labor inspectorate prior to commencement where: (1) the work is expected to exceed five working days and involve more than 20 workers simultaneously, or (2) the total volume of work exceeds 500 person-days.\n<a target=""_BLANK"" href=""https://www.ris.bka.gv.at/GeltendeFassung.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10008904"">Construction Workers Protection Ordinance, Section 3(1)</a>",
69a87737a36b6c4c635466b5,,199988,question,questionText,51148,form,Notification to Labor Inspectorate (Work > 5 Days),
69a87737a36b6c4c635466b6,,199989,question,description,51148,form,"Workers may only be assigned tasks for which they are physically and mentally fit.\n<a target=""_BLANK"" href=""https://www.ris.bka.gv.at/GeltendeFassung.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10008904"">Construction Workers Protection Ordinance, Section 5(4)</a>",
69a87737a36b6c4c635466b6,,199989,question,questionText,51148,form,Fitness for Hazardous Tasks,
69a87737a36b6c4c635466b7,,199990,question,description,51148,form,"Where employees of multiple employers are working at the same construction site, employers must cooperate in the implementation of safety and health protection measures and coordinate their activities accordingly.\n<a target=""_BLANK"" href=""https://www.ris.bka.gv.at/GeltendeFassung.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10008904"">Construction Workers Protection Ordinance, Section 3a(1)9</a>",
69a87737a36b6c4c635466b7,,199990,question,questionText,51148,form,Employee Cooperation Measures,
69a87737a36b6c4c635466b8,,199991,question,description,51148,form,"Multi-employer coordination must ensure protective measures do not create risks to others. Work coordination on construction sites to prevent safety and health risks must be ensured.\n<a target=""_BLANK"" href=""https://www.ris.bka.gv.at/GeltendeFassung.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10008904"">Construction Workers Protection Ordinance, Section 4(6)</a>\n<a target=""_BLANK"" href=""https://www.ris.bka.gv.at/GeltendeFassung.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10008910&utm_"">Employee Protection Act, Section 8(3), 13(3)</a>",
69a87737a36b6c4c635466b8,,199991,question,questionText,51148,form,Multi-Employer Coordination,
69a87737a36b6c4c635466b9,,199992,question,description,51148,form,"Qualified site supervision must be assigned for construction work.\n<a target=""_BLANK"" href=""https://www.ris.bka.gv.at/GeltendeFassung.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10008904"">Construction Workers Protection Ordinance, Section 4(1)</a>",
69a87737a36b6c4c635466b9,,199992,question,questionText,51148,form,Qualified Site Supervisor,
69a87737a36b6c4c635466ba,,199993,question,description,51148,form,"Unauthorized access must be prevented using barriers or warning notices.\n<a target=""_BLANK"" href=""https://www.ris.bka.gv.at/GeltendeFassung.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10008904"">Construction Workers Protection Ordinance, Section 4(7)</a>",
69a87737a36b6c4c635466ba,,199993,question,questionText,51148,form,Restricted Access Control,
69a87737a36b6c4c635466bb,,199994,question,questionText,51148,form,<div></div>,
