_id,mongoId,avettaId,mongoObject,field,formDisplayId,questionGroupType,en,de
69a87742a36b6c4c6354674d,69a87742a36b6c4c6354674c,51163,questionGroup,questionGroupText,51163,form,Hazardous Substances,
69a87742a36b6c4c63546743,,200100,question,description,51163,form,"Safety data sheet provision is required and must follow REACH Article 31 when substances or mixtures require SDS supply to recipients. Safety data sheet accessibility is required and SDS must be available for inspection by employees and authorities at any time.\n<a target=""_BLANK"" href=""https://www.ris.bka.gv.at/GeltendeFassung.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10011071&FassungVom=2023-05-04"">Chemicals Act, 25(1), 25(6)</a>\n<a target=""_BLANK"" href=""https://eur-lex.europa.eu/eli/reg/2006/1907/oj/eng"">Regulation (EC) No 1907/2006 (REACH), Article 31, Annex II</a>",
69a87742a36b6c4c63546743,,200100,question,questionText,51163,form,Safety Data Sheet,
69a87742a36b6c4c63546744,,200101,question,description,51163,form,"All substances used in the workplace must be verified for their hazardous properties. A substance is considered hazardous if it meets the Classification, Labeling, and Packaging (CLP) criteria for explosive, flammable, hazardous substances, or biological agents, unless the biological agents are classified as Group 1 with no health risk.\n<a target=""_BLANK"" href=""https://www.ris.bka.gv.at/GeltendeFassung.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10008910&utm_""></a>\n<a target=""_BLANK"" href=""https://www.ris.bka.gv.at/GeltendeFassung.wxe?Abfrage=BundesnormenandGesetzesnummer=10008904"">Employee Protection Act, Section 40(1), 41(1-2), Annex I</a>",
69a87742a36b6c4c63546744,,200101,question,questionText,51163,form,Verification of Hazardous Effects of Substances (CLP Criteria),
69a87742a36b6c4c63546745,,200102,question,description,51163,form,"Employee exposure type, extent, and duration must be regularly determined.\n<a target=""_BLANK"" href=""https://www.ris.bka.gv.at/GeltendeFassung.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10008910&utm_"">Employee Protection Act, Section 41(5), 46</a>",
69a87742a36b6c4c63546745,,200102,question,questionText,51163,form,"Exposure Assessment (Initial, Periodic, After Changes or Health Concerns)",
69a87742a36b6c4c63546746,,200103,question,description,51163,form,"Exposure type, extent, and duration must be regularly assessed. Maximum Workplace Concentration (MAK) and Threshold Limit Values (TRK) are the official occupational exposure limit values. It must be ensured that MAK values are not exceeded, and TRK values are kept as low as possible, with measurement and corrective actions in place to support enforcement.\n<a target=""_BLANK"" href=""https://www.ris.bka.gv.at/GeltendeFassung.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10008910&utm_"">Employee Protection Act, Section 41(5), 45</a>\n<a target=""_BLANK"" href=""https://www.ris.bka.gv.at/GeltendeFassung.wxe?Abfrage=BundesnormenandGesetzesnummer=10008904"">Construction Workers Protection Ordinance, Section 21(3)</a>",
69a87742a36b6c4c63546746,,200103,question,questionText,51163,form,Exposures Below Limit Values,
69a87742a36b6c4c63546747,,200104,question,description,51163,form,"Substitution of hazardous substances including carcinogenic, mutagenic, reprotoxic, or biological agents must occur when safer alternatives achieve equivalent results. Hazardous substance exposure controls must minimize quantities, exposed employees, and exposure duration and intensity, prevent or capture emissions, provide ventilation when needed, and ensure protective equipment when controls are insufficient.\n<a target=""_BLANK"" href=""https://www.ris.bka.gv.at/GeltendeFassung.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10008910&utm_"">Employee Protection Act, Section 42(1), 43, 45(6)</a>",
69a87742a36b6c4c63546747,,200104,question,questionText,51163,form,"Control Measures (Elimination, Substitution, Engineering, Administrative, and/or Personal Protective Equipment)",
69a87742a36b6c4c63546748,,200105,question,description,51163,form,"Packaging of hazardous substances must prevent danger to employee health when used as intended or foreseeably. Containers and pipelines containing hazardous substances must have clear and permanent hazard labelling.\n<a target=""_BLANK"" href=""https://www.ris.bka.gv.at/GeltendeFassung.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10008910&utm_"">Employee Protection Act, Section 44(1-2), 44(5)</a>\n<a target=""_BLANK"" href=""https://www.ris.bka.gv.at/GeltendeFassung.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10011071&FassungVom=2023-05-04"">Chemicals Act, Section 24(2)1, 24(2)3 / Regulation (EC) No 1272/2008, Article 17</a>",
69a87742a36b6c4c63546748,,200105,question,questionText,51163,form,Container Labeling,
69a87742a36b6c4c63546749,,200106,question,description,51163,form,"Storage of hazardous substances must include protective measures based on substance hazards. Storage rooms or cabinets containing significant hazardous substances must have clear hazard markings.\n<a target=""_BLANK"" href=""https://www.ris.bka.gv.at/GeltendeFassung.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10008910&utm_"">Employee Protection Act, Section 44(3)</a>",
69a87742a36b6c4c63546749,,200106,question,questionText,51163,form,Safe Storage Measures,
69a87742a36b6c4c6354674a,,200107,question,description,51163,form,"A suitability health examination must be conducted before assignment to activities with occupational disease risk. Follow-up examinations must occur at regular intervals for continued hazardous activities.\n<a target=""_BLANK"" href=""https://www.ris.bka.gv.at/GeltendeFassung.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10008910&utm_"">Employee Protection Act, Section 49(1), 49(3)</a>",
69a87742a36b6c4c6354674a,,200107,question,questionText,51163,form,Health Monitoring (Pre-Work and Periodic),
69a87742a36b6c4c6354674b,,200108,question,questionText,51163,form,<div></div>,
