_id,mongoId,avettaId,mongoObject,field,formDisplayId,questionGroupType,en
673cc0ba0100007400789585,4b0c1675504943dd2e312a97,6,questionGroup,questionGroupText,20042,form,Company History
429bef505049434656ff8ae2,,37,question,questionText,20042,form,Legal Company Name:
430567505049435ab396e318,,38,question,questionText,20042,form,Physical Address: \nAddress
43056750504943e253b6f8e7,,39,question,questionText,20042,form,City / Town
430567505049434ccdcc8cc6,,41,question,questionText,20042,form,Postal Code / Zip Code
430567505049433856840af2,,42,question,questionText,20042,form,Country
430567505049433856840af2,,42,question,responseOptionAD,20042,form,Andorra
430567505049433856840af2,,42,question,responseOptionAE,20042,form,United Arab Emirates
430567505049433856840af2,,42,question,responseOptionAF,20042,form,Afghanistan
430567505049433856840af2,,42,question,responseOptionAG,20042,form,Antigua and Barbuda
430567505049433856840af2,,42,question,responseOptionAI,20042,form,Anguilla
430567505049433856840af2,,42,question,responseOptionAL,20042,form,Albania
430567505049433856840af2,,42,question,responseOptionAM,20042,form,Armenia
430567505049433856840af2,,42,question,responseOptionAN,20042,form,Netherlands Antilles
430567505049433856840af2,,42,question,responseOptionAO,20042,form,Angola
430567505049433856840af2,,42,question,responseOptionAQ,20042,form,Antarctica
430567505049433856840af2,,42,question,responseOptionAR,20042,form,Argentina
430567505049433856840af2,,42,question,responseOptionAS,20042,form,American Samoa
430567505049433856840af2,,42,question,responseOptionAT,20042,form,Austria
430567505049433856840af2,,42,question,responseOptionAU,20042,form,Australia
430567505049433856840af2,,42,question,responseOptionAW,20042,form,Aruba
430567505049433856840af2,,42,question,responseOptionAX,20042,form,Åland Islands
430567505049433856840af2,,42,question,responseOptionAZ,20042,form,Azerbaijan
430567505049433856840af2,,42,question,responseOptionBA,20042,form,Bosnia and Herzegovina
430567505049433856840af2,,42,question,responseOptionBB,20042,form,Barbados
430567505049433856840af2,,42,question,responseOptionBD,20042,form,Bangladesh
430567505049433856840af2,,42,question,responseOptionBE,20042,form,Belgium
430567505049433856840af2,,42,question,responseOptionBF,20042,form,Burkina Faso
430567505049433856840af2,,42,question,responseOptionBG,20042,form,Bulgaria
430567505049433856840af2,,42,question,responseOptionBH,20042,form,Bahrain
430567505049433856840af2,,42,question,responseOptionBI,20042,form,Burundi
430567505049433856840af2,,42,question,responseOptionBJ,20042,form,Benin
430567505049433856840af2,,42,question,responseOptionBL,20042,form,Saint Barthélemy
430567505049433856840af2,,42,question,responseOptionBM,20042,form,Bermuda
430567505049433856840af2,,42,question,responseOptionBN,20042,form,Brunei Darussalam
430567505049433856840af2,,42,question,responseOptionBO,20042,form,Bolivia
430567505049433856840af2,,42,question,responseOptionBR,20042,form,Brazil
430567505049433856840af2,,42,question,responseOptionBS,20042,form,Bahamas
430567505049433856840af2,,42,question,responseOptionBT,20042,form,Bhutan
430567505049433856840af2,,42,question,responseOptionBV,20042,form,Bouvet Island
430567505049433856840af2,,42,question,responseOptionBW,20042,form,Botswana
430567505049433856840af2,,42,question,responseOptionBY,20042,form,Belarus
430567505049433856840af2,,42,question,responseOptionBZ,20042,form,Belize
430567505049433856840af2,,42,question,responseOptionCA,20042,form,Canada
430567505049433856840af2,,42,question,responseOptionCC,20042,form,Cocos (Keeling) Islands
430567505049433856840af2,,42,question,responseOptionCD,20042,form,"Congo, Democratic Republic of the"
430567505049433856840af2,,42,question,responseOptionCF,20042,form,Central African Republic
430567505049433856840af2,,42,question,responseOptionCG,20042,form,"Congo, Republic of the"
430567505049433856840af2,,42,question,responseOptionCH,20042,form,Switzerland
430567505049433856840af2,,42,question,responseOptionCI,20042,form,Côte d'Ivoire
430567505049433856840af2,,42,question,responseOptionCK,20042,form,Cook Islands
430567505049433856840af2,,42,question,responseOptionCL,20042,form,Chile
430567505049433856840af2,,42,question,responseOptionCM,20042,form,Cameroon
430567505049433856840af2,,42,question,responseOptionCN,20042,form,China
430567505049433856840af2,,42,question,responseOptionCO,20042,form,Colombia
430567505049433856840af2,,42,question,responseOptionCR,20042,form,Costa Rica
430567505049433856840af2,,42,question,responseOptionCU,20042,form,Cuba
430567505049433856840af2,,42,question,responseOptionCV,20042,form,Cape Verde
430567505049433856840af2,,42,question,responseOptionCX,20042,form,Christmas Island
430567505049433856840af2,,42,question,responseOptionCY,20042,form,Cyprus
430567505049433856840af2,,42,question,responseOptionCZ,20042,form,Czech Republic
430567505049433856840af2,,42,question,responseOptionDE,20042,form,Germany
430567505049433856840af2,,42,question,responseOptionDJ,20042,form,Djibouti
430567505049433856840af2,,42,question,responseOptionDK,20042,form,Denmark
430567505049433856840af2,,42,question,responseOptionDM,20042,form,Dominica
430567505049433856840af2,,42,question,responseOptionDO,20042,form,Dominican Republic
430567505049433856840af2,,42,question,responseOptionDZ,20042,form,Algeria
430567505049433856840af2,,42,question,responseOptionEC,20042,form,Ecuador
430567505049433856840af2,,42,question,responseOptionEE,20042,form,Estonia
430567505049433856840af2,,42,question,responseOptionEG,20042,form,Egypt
430567505049433856840af2,,42,question,responseOptionEH,20042,form,Western Sahara
430567505049433856840af2,,42,question,responseOptionER,20042,form,Eritrea
430567505049433856840af2,,42,question,responseOptionES,20042,form,Spain
430567505049433856840af2,,42,question,responseOptionET,20042,form,Ethiopia
430567505049433856840af2,,42,question,responseOptionFI,20042,form,Finland
430567505049433856840af2,,42,question,responseOptionFJ,20042,form,Fiji
430567505049433856840af2,,42,question,responseOptionFK,20042,form,Falkland Islands
430567505049433856840af2,,42,question,responseOptionFM,20042,form,Micronesia
430567505049433856840af2,,42,question,responseOptionFO,20042,form,Faroe Islands
430567505049433856840af2,,42,question,responseOptionFR,20042,form,France
430567505049433856840af2,,42,question,responseOptionGA,20042,form,Gabon
430567505049433856840af2,,42,question,responseOptionGB,20042,form,United Kingdom
430567505049433856840af2,,42,question,responseOptionGD,20042,form,Grenada
430567505049433856840af2,,42,question,responseOptionGE,20042,form,Georgia
430567505049433856840af2,,42,question,responseOptionGF,20042,form,French Guiana
430567505049433856840af2,,42,question,responseOptionGG,20042,form,Guernsey
430567505049433856840af2,,42,question,responseOptionGH,20042,form,Ghana
430567505049433856840af2,,42,question,responseOptionGI,20042,form,Gibraltar
430567505049433856840af2,,42,question,responseOptionGL,20042,form,Greenland
430567505049433856840af2,,42,question,responseOptionGM,20042,form,Gambia
430567505049433856840af2,,42,question,responseOptionGN,20042,form,Guinea
430567505049433856840af2,,42,question,responseOptionGP,20042,form,Guadeloupe
430567505049433856840af2,,42,question,responseOptionGQ,20042,form,Equatorial Guinea
430567505049433856840af2,,42,question,responseOptionGR,20042,form,Greece
430567505049433856840af2,,42,question,responseOptionGS,20042,form,South Georgia & Sandwich Islands
430567505049433856840af2,,42,question,responseOptionGT,20042,form,Guatemala
430567505049433856840af2,,42,question,responseOptionGU,20042,form,Guam
430567505049433856840af2,,42,question,responseOptionGW,20042,form,Guinea-Bissau
430567505049433856840af2,,42,question,responseOptionGY,20042,form,Guyana
430567505049433856840af2,,42,question,responseOptionHK,20042,form,Hong Kong
430567505049433856840af2,,42,question,responseOptionHM,20042,form,Heard Island and McDonald Islands
430567505049433856840af2,,42,question,responseOptionHN,20042,form,Honduras
430567505049433856840af2,,42,question,responseOptionHR,20042,form,Croatia
430567505049433856840af2,,42,question,responseOptionHT,20042,form,Haiti
430567505049433856840af2,,42,question,responseOptionHU,20042,form,Hungary
430567505049433856840af2,,42,question,responseOptionID,20042,form,Indonesia
430567505049433856840af2,,42,question,responseOptionIE,20042,form,Ireland
430567505049433856840af2,,42,question,responseOptionIL,20042,form,Israel
430567505049433856840af2,,42,question,responseOptionIM,20042,form,Isle of Man
430567505049433856840af2,,42,question,responseOptionIN,20042,form,India
430567505049433856840af2,,42,question,responseOptionIO,20042,form,British Indian Ocean Territory
430567505049433856840af2,,42,question,responseOptionIQ,20042,form,Iraq
430567505049433856840af2,,42,question,responseOptionIR,20042,form,Iran
430567505049433856840af2,,42,question,responseOptionIS,20042,form,Iceland
430567505049433856840af2,,42,question,responseOptionIT,20042,form,Italy
430567505049433856840af2,,42,question,responseOptionJE,20042,form,Jersey
430567505049433856840af2,,42,question,responseOptionJM,20042,form,Jamaica
430567505049433856840af2,,42,question,responseOptionJO,20042,form,Jordan
430567505049433856840af2,,42,question,responseOptionJP,20042,form,Japan
430567505049433856840af2,,42,question,responseOptionKE,20042,form,Kenya
430567505049433856840af2,,42,question,responseOptionKG,20042,form,Kyrgyzstan
430567505049433856840af2,,42,question,responseOptionKH,20042,form,Cambodia
430567505049433856840af2,,42,question,responseOptionKI,20042,form,Kiribati
430567505049433856840af2,,42,question,responseOptionKM,20042,form,Comoros
430567505049433856840af2,,42,question,responseOptionKN,20042,form,Saint Kitts and Nevis
430567505049433856840af2,,42,question,responseOptionKP,20042,form,Korea (North)
430567505049433856840af2,,42,question,responseOptionKR,20042,form,Korea (South)
430567505049433856840af2,,42,question,responseOptionKW,20042,form,Kuwait
430567505049433856840af2,,42,question,responseOptionKY,20042,form,Cayman Islands
430567505049433856840af2,,42,question,responseOptionKZ,20042,form,Kazakhstan
430567505049433856840af2,,42,question,responseOptionLA,20042,form,Laos
430567505049433856840af2,,42,question,responseOptionLB,20042,form,Lebanon
430567505049433856840af2,,42,question,responseOptionLC,20042,form,Saint Lucia
