_id,mongoId,avettaId,mongoObject,field,formDisplayId,questionGroupType,en
66672066010000a1006650f3,66637ef60100003600c81dc5,42644,questionGroup,questionGroupText,42644,form,Avetta PQF - Macao Company Information
66637ef60100003800c81dc6,66637ef60100003800c81dc6,42645,questionGroup,questionGroupText,42644,form,Macao
66637ef60100003b00c81dc7,,156062,question,description,42644,form,"<a href=""https://www.dsf.gov.mo/"" target=""blank"">Macao Finance Bureau (DSF)</a>"
66637ef60100003b00c81dc7,,156062,question,questionText,42644,form,Is your company registered with the Macao Finance Bureau (DSF)?
66637ef60100003b00c81dc7,,156062,question,responseOption1,42644,form,Yes
66637ef60100003b00c81dc7,,156062,question,responseOption2,42644,form,No
66637ef60100002900c81dd6,,156063,question,questionText,42644,form,Please explain:
66637ef60100002900c81dd6,,156063,question,responseOption1,42644,form,Yes
66637ef60100002900c81dd6,,156063,question,responseOption2,42644,form,No
66637ef60100003500c81dc9,,156064,question,questionText,42644,form,Please provide your company's Tax Identification Number (TIN).
66637ef60100003500c81dc9,,156064,question,responseOption1,42644,form,Yes
66637ef60100003500c81dc9,,156064,question,responseOption2,42644,form,No
66637ef60100002900c81dca,,156065,question,questionText,42644,form,Please indicate where your company is established:
66637ef60100002900c81dca,,156065,question,responseOption1,42644,form,Yes
66637ef60100002900c81dca,,156065,question,responseOption2,42644,form,No
66637ef60100003800c81dcb,,156066,question,description,42644,form,"<a href=""https://www.dsedt.gov.mo/zh_MO/pg_home;jsessionid=0602C631D33EC78F46782B919B6E3308"" target=""blank"">Economic and Technological Development Bureau - DSEDT</a>"
66637ef60100003800c81dcb,,156066,question,questionText,42644,form,Do you know your company's Industry Classification code in Macao?
66637ef60100003800c81dcb,,156066,question,responseOption1,42644,form,Yes
66637ef60100003800c81dcb,,156066,question,responseOption2,42644,form,No
66637ef60100003800c81dd3,,156067,question,questionText,42644,form,Does your company have a VAT registration number?
66637ef60100003800c81dd3,,156067,question,responseOption1,42644,form,Yes
