_id,mongoId,avettaId,mongoObject,field,formDisplayId,questionGroupType,en
658485f8180000253d9bde42,50cf7c1350494314611745fc,3238,questionGroup,questionGroupText,20241,form,China
51b1eda6504943b4d46e61c0,,18354,question,questionText,20241,form,Does your company have a Business License to operate a business in the People's Republic of China (PRC)?
51b1eda6504943b4d46e61c0,,18354,question,responseOptionNA,20241,form,N/A
51b1eda6504943b4d46e61c0,,18354,question,responseOptionNo,20241,form,No
51b1eda6504943b4d46e61c0,,18354,question,responseOptionYes,20241,form,Yes
51b1edc8504943e96963ebd3,,18355,question,questionText,20241,form,Please upload a copy of your company's Business License affixed with your company seal and legal person’s signature.
51b1f27e5049437bcee5d7a8,,18368,question,description,20241,form,"Approved Seals for business use such as a Contract Seal, Invoice Seal, etc."
51b1f27e5049437bcee5d7a8,,18368,question,questionText,20241,form,Are there any other approved Seals other than the Company Seal used by your company for business purposes?
51b1f27e5049437bcee5d7a8,,18368,question,responseOptionNA,20241,form,N/A
51b1f27e5049437bcee5d7a8,,18368,question,responseOptionNo,20241,form,No
51b1f27e5049437bcee5d7a8,,18368,question,responseOptionYes,20241,form,Yes
51b1f30150494329cadf6eb1,,18369,question,questionText,20241,form,Please upload samples/models of any other approved Seals used for business.
51b1f4a75049435ff4270ed1,,18375,question,questionText,20241,form,Please upload a copy of your company's Foreign Exchange Registration Card.
51b1f4f5504943836d2bf497,,18376,question,questionText,20241,form,Is your company registered with the Customs Bureau as a Customs Declaration Entity?
51b1f4f5504943836d2bf497,,18376,question,responseOptionNA,20241,form,N/A
51b1f4f5504943836d2bf497,,18376,question,responseOptionNo,20241,form,No
51b1f4f5504943836d2bf497,,18376,question,responseOptionYes,20241,form,Yes
51b1f514504943317f63a1e2,,18377,question,questionText,20241,form,"If yes, please upload a copy of your company's Customs Registration Certificate (if such certificate is not merged into your Business License yet)."
51b1f63050494366826c1b03,,18382,question,questionText,20241,form,What is your company’s primary Industrial Classification for National Economic Activities (ICNEA) Code?
51b1f63f504943d8ff18ac74,,18383,question,questionText,20241,form,What is your company’s secondary Industrial Classification for National Economic Activities (ICNEA) Code?
51b1f64f504943b05f47d984,,18384,question,questionText,20241,form,What is your company's primary Product Classification for Statistics (PCS) Code (if any)?
51b1f65d50494336202714c9,,18385,question,questionText,20241,form,What is your company's secondary Product Classification for Statistics (PCS) Code (if any)?
65848aaf180000263d9bde98,5aea005d240000960091fbbd,20241,questionGroup,questionGroupText,20241,form,Avetta PQF - China Company Information
63a2434119000055031adf8e,,135520,question,questionText,20241,form,Is your company directly or indirectly invested or controlled by a non-PRC entity or individual?
63a2434119000055031adf8e,,135520,question,responseOption1,20241,form,Yes
63a2434119000055031adf8e,,135520,question,responseOption2,20241,form,No
